date,Perform_Fund_Situation,Outlook_Dom_Demand,Delay_Money_Recovery,Difficulty_Financing,Perform_Oper_Profit,Competition_Corporates,Outlook_Business,Difficulty_Manpower,Rise_Labor_Costs,Outlook_Export
2019-02-01,5.0,4.0,0.0,0.0,5.0,1.0,4.0,0.0,1.0,0.0
2019-03-01,4.0,4.0,1.0,0.0,4.0,1.0,4.0,0.0,1.0,0.0
2019-04-01,4.0,3.0,0.0,1.0,4.0,1.0,3.0,0.0,0.0,0.0
2019-05-01,5.0,4.0,1.0,0.0,5.0,1.0,4.0,0.0,1.0,0.0
2019-06-01,4.0,4.0,0.0,0.0,4.0,1.0,4.0,0.0,1.0,0.0
2019-07-01,5.0,5.0,0.0,0.0,5.0,1.0,5.0,0.0,1.0,0.0
2019-08-01,5.0,5.0,1.0,1.0,5.0,1.0,5.0,0.0,1.0,0.0
2019-09-01,5.0,4.0,1.0,1.0,4.0,1.0,4.0,0.0,1.0,0.0
2019-10-01,4.0,4.0,0.0,0.0,4.0,1.0,4.0,0.0,1.0,0.0
2019-11-01,4.0,4.0,0.0,0.0,3.0,1.0,4.0,0.0,1.0,0.0
2019-12-01,5.0,4.0,0.0,0.0,4.0,1.0,4.0,0.0,1.0,0.0
2020-01-01,5.0,4.0,0.0,0.0,4.0,1.0,4.0,0.0,1.0,0.0
2019-02-01,2.0,3.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0
2019-03-01,3.0,3.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0
2019-04-01,3.0,3.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0
2019-05-01,3.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,1.0,0.0
2019-06-01,3.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0
2019-07-01,5.0,5.0,0.0,1.0,5.0,1.0,4.0,0.0,1.0,0.0
2019-08-01,4.0,3.0,0.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0
2019-09-01,5.0,5.0,0.0,1.0,5.0,0.0,5.0,0.0,0.0,0.0
2019-10-01,5.0,5.0,0.0,1.0,5.0,1.0,5.0,0.0,0.0,0.0
2019-11-01,4.0,3.0,1.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0
2019-12-01,3.0,3.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0
2020-01-01,3.0,3.0,1.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0
2019-02-01,4.0,3.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0
2019-03-01,3.0,3.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0
2019-04-01,4.0,3.0,0.0,0.0,5.0,1.0,3.0,0.0,1.0,0.0
2019-05-01,4.0,4.0,1.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0
2019-06-01,4.0,4.0,0.0,0.0,3.0,1.0,4.0,0.0,1.0,0.0
2019-07-01,4.0,4.0,0.0,1.0,4.0,1.0,4.0,0.0,1.0,0.0
2019-08-01,4.0,4.0,1.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0
2019-09-01,4.0,4.0,1.0,0.0,4.0,1.0,4.0,0.0,0.0,0.0
2019-10-01,4.0,4.0,1.0,0.0,4.0,1.0,4.0,0.0,1.0,0.0
2019-11-01,4.0,3.0,1.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0
2019-12-01,3.0,3.0,1.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0
2020-01-01,4.0,3.0,1.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0
2019-02-01,4.0,3.0,1.0,0.0,4.0,1.0,3.0,1.0,1.0,3.0
2019-03-01,4.0,4.0,1.0,0.0,4.0,0.0,4.0,0.0,1.0,3.0
2019-04-01,4.0,2.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,3.0
2019-05-01,3.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,3.0
2019-06-01,4.0,2.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,3.0
2019-07-01,3.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,3.0
2019-08-01,3.0,3.0,0.0,0.0,2.0,0.0,3.0,1.0,1.0,3.0
2019-09-01,2.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0
2019-10-01,2.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0
2019-11-01,4.0,3.0,1.0,0.0,4.0,0.0,3.0,1.0,1.0,3.0
2019-12-01,3.0,3.0,1.0,0.0,2.0,0.0,3.0,1.0,1.0,3.0
2020-01-01,4.0,4.0,1.0,0.0,4.0,0.0,4.0,1.0,1.0,3.0
2019-02-01,2.0,4.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,4.0
2019-03-01,4.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0
2019-04-01,2.0,3.0,0.0,0.0,2.0,0.0,3.0,1.0,1.0,0.0
2019-05-01,4.0,2.0,0.0,0.0,4.0,0.0,2.0,1.0,1.0,2.0
2019-06-01,4.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,3.0
2019-07-01,4.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,3.0
2019-08-01,3.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0
2019-09-01,4.0,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,4.0
2019-10-01,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0
2019-11-01,3.0,4.0,0.0,0.0,3.0,0.0,4.0,0.0,1.0,4.0
2019-12-01,4.0,4.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,4.0
2020-01-01,4.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0
2019-02-01,5.0,5.0,1.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0
2019-03-01,5.0,5.0,1.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0
2019-04-01,5.0,5.0,1.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0
2019-05-01,5.0,3.0,1.0,0.0,5.0,0.0,3.0,0.0,1.0,3.0
2019-06-01,5.0,3.0,0.0,1.0,5.0,0.0,3.0,0.0,1.0,3.0
2019-07-01,4.0,5.0,1.0,0.0,5.0,0.0,5.0,0.0,1.0,5.0
2019-08-01,5.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0
2019-09-01,5.0,5.0,1.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0
2019-10-01,5.0,5.0,1.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0
2019-11-01,5.0,5.0,1.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0
2019-12-01,4.0,5.0,1.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0
2020-01-01,5.0,5.0,1.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0
2019-02-01,3.0,3.0,0.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0
2019-03-01,3.0,3.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0.0
2019-04-01,3.0,3.0,0.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0
2019-05-01,3.0,3.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0
2019-06-01,3.0,3.0,0.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0
2019-07-01,3.0,3.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0.0
2019-08-01,3.0,3.0,0.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0
2019-09-01,4.0,4.0,0.0,0.0,4.0,0.0,4.0,1.0,1.0,0.0
2019-10-01,4.0,4.0,0.0,0.0,4.0,0.0,4.0,1.0,1.0,0.0
2019-11-01,3.0,3.0,0.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0
2019-12-01,3.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0
2020-01-01,3.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0
2019-02-01,4.0,4.0,1.0,1.0,4.0,1.0,4.0,0.0,1.0,0.0
2019-03-01,4.0,3.0,1.0,1.0,4.0,1.0,3.0,0.0,1.0,0.0
2019-04-01,4.0,3.0,1.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0
2019-05-01,3.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,1.0,0.0
2019-06-01,5.0,3.0,0.0,1.0,4.0,1.0,3.0,1.0,1.0,0.0
2019-07-01,5.0,5.0,0.0,1.0,5.0,1.0,5.0,0.0,0.0,0.0
2019-08-01,5.0,3.0,0.0,1.0,5.0,1.0,3.0,0.0,1.0,0.0
2019-09-01,5.0,5.0,0.0,1.0,5.0,1.0,5.0,0.0,0.0,0.0
2019-10-01,5.0,3.0,0.0,1.0,5.0,0.0,3.0,0.0,0.0,0.0
2019-11-01,4.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0
2019-12-01,5.0,3.0,0.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0
2020-01-01,4.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0
2019-02-01,4.0,3.0,0.0,0.0,4.0,0.0,3.0,0.0,1.0,0.0
2019-03-01,4.0,3.0,1.0,0.0,4.0,0.0,3.0,0.0,1.0,0.0
2019-04-01,4.0,3.0,0.0,1.0,4.0,1.0,3.0,0.0,0.0,0.0
2019-05-01,3.0,3.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0
2019-06-01,3.0,3.0,1.0,0.0,4.0,0.0,3.0,0.0,1.0,0.0
2019-07-01,4.0,4.0,1.0,0.0,4.0,0.0,3.0,0.0,1.0,0.0
2019-08-01,3.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0
2019-09-01,4.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0
2019-10-01,4.0,3.0,0.0,0.0,4.0,1.0,4.0,0.0,1.0,0.0
2019-11-01,4.0,3.0,1.0,0.0,4.0,1.0,3.0,0.0,1.0,0.0
2019-12-01,3.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0
2020-01-01,3.0,4.0,0.0,0.0,3.0,0.0,4.0,0.0,1.0,0.0
2019-02-01,3.0,4.0,0.0,0.0,3.0,0.0,4.0,0.0,1.0,0.0
2019-03-01,3.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0
2019-04-01,2.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0
2019-05-01,3.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0
2019-06-01,3.0,3.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0
2019-07-01,3.0,4.0,0.0,0.0,3.0,0.0,4.0,0.0,1.0,0.0
2019-08-01,4.0,5.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0
2019-09-01,4.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0
2019-10-01,4.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0
2019-11-01,4.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0
2019-12-01,4.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0
2020-01-01,4.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0
2019-02-01,3.0,4.0,0.0,0.0,3.0,0.0,4.0,0.0,1.0,0.0
2019-03-01,4.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0
2019-04-01,3.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0
2019-05-01,3.0,4.0,0.0,0.0,3.0,0.0,4.0,0.0,1.0,0.0
2019-06-01,3.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0
2019-07-01,3.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0
2019-08-01,2.0,4.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0
2019-09-01,3.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0
2019-10-01,3.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0
2019-11-01,3.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0
2019-12-01,3.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0
2020-01-01,4.0,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0
2019-02-01,4.0,4.0,1.0,0.0,4.0,1.0,4.0,1.0,1.0,0.0
2019-03-01,4.0,2.0,1.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0
2019-04-01,3.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0
2019-05-01,4.0,3.0,0.0,1.0,4.0,1.0,3.0,0.0,1.0,0.0
2019-06-01,4.0,3.0,0.0,1.0,4.0,0.0,3.0,0.0,1.0,0.0
2019-07-01,4.0,4.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0
2019-08-01,4.0,4.0,0.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0
2019-09-01,4.0,3.0,0.0,1.0,4.0,0.0,3.0,0.0,1.0,0.0
2019-10-01,4.0,4.0,0.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0
2019-11-01,4.0,3.0,0.0,1.0,4.0,0.0,3.0,0.0,1.0,0.0
2019-12-01,4.0,4.0,1.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0
2020-01-01,4.0,4.0,0.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0
2019-02-01,3.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0
2019-03-01,3.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0
2019-04-01,3.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0
2019-05-01,3.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0
2019-06-01,3.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0
2019-07-01,3.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0
2019-08-01,3.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0
2019-09-01,3.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0
2019-10-01,4.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0
2019-11-01,3.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0
2019-12-01,3.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0
2020-01-01,3.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0
2019-02-01,3.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0
2019-03-01,3.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0
2019-04-01,3.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0
2019-05-01,3.0,3.0,0.0,1.0,5.0,1.0,3.0,0.0,1.0,0.0
2019-06-01,5.0,3.0,0.0,1.0,5.0,1.0,3.0,0.0,1.0,0.0
2019-07-01,3.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0
2019-08-01,3.0,3.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0
2019-09-01,4.0,3.0,0.0,1.0,4.0,1.0,3.0,0.0,0.0,0.0
2019-10-01,3.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0
2019-11-01,3.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0
2019-12-01,3.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0
2020-01-01,4.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0
2019-02-01,3.0,3.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,0.0
2019-03-01,3.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0
2019-04-01,3.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0
2019-05-01,3.0,4.0,0.0,0.0,5.0,1.0,4.0,0.0,0.0,0.0
2019-06-01,4.0,3.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0
2019-07-01,4.0,4.0,1.0,1.0,3.0,0.0,4.0,1.0,1.0,0.0
2019-08-01,3.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,1.0,0.0
2019-09-01,3.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0
2019-10-01,3.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0
2019-11-01,3.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,1.0,0.0
2019-12-01,3.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0
2020-01-01,4.0,4.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0
2019-02-01,3.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0
2019-03-01,3.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0
2019-04-01,3.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0
2019-05-01,3.0,3.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0
2019-06-01,3.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0
2019-07-01,3.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0
2019-08-01,3.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0
2019-09-01,4.0,3.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0
2019-10-01,3.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0
2019-11-01,4.0,3.0,0.0,0.0,4.0,0.0,3.0,1.0,1.0,0.0
2019-12-01,4.0,4.0,0.0,0.0,3.0,1.0,4.0,1.0,0.0,0.0
2020-01-01,4.0,3.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0
2019-02-01,3.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0
2019-03-01,4.0,3.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0
2019-04-01,3.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0
2019-05-01,5.0,3.0,0.0,1.0,4.0,1.0,3.0,0.0,0.0,0.0
2019-06-01,5.0,3.0,0.0,1.0,5.0,1.0,3.0,0.0,0.0,0.0
2019-07-01,5.0,3.0,0.0,1.0,5.0,0.0,3.0,0.0,1.0,0.0
2019-08-01,4.0,4.0,0.0,1.0,4.0,1.0,4.0,0.0,1.0,0.0
2019-09-01,5.0,4.0,0.0,0.0,5.0,0.0,4.0,0.0,1.0,0.0
2019-10-01,4.0,3.0,1.0,1.0,4.0,0.0,3.0,0.0,1.0,0.0
2019-11-01,5.0,4.0,1.0,0.0,5.0,0.0,4.0,0.0,1.0,0.0
2019-12-01,4.0,3.0,0.0,1.0,5.0,0.0,3.0,0.0,1.0,0.0
2020-01-01,4.0,3.0,0.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0
2019-02-01,4.0,5.0,0.0,1.0,4.0,1.0,4.0,0.0,1.0,0.0
2019-03-01,4.0,3.0,0.0,1.0,4.0,1.0,3.0,0.0,0.0,0.0
2019-04-01,5.0,3.0,0.0,1.0,4.0,1.0,3.0,1.0,1.0,0.0
2019-05-01,4.0,3.0,0.0,1.0,4.0,1.0,3.0,0.0,0.0,0.0
2019-06-01,5.0,3.0,0.0,1.0,5.0,1.0,3.0,0.0,0.0,0.0
2019-07-01,5.0,3.0,0.0,1.0,5.0,1.0,3.0,0.0,0.0,0.0
2019-08-01,4.0,3.0,1.0,1.0,4.0,0.0,3.0,0.0,1.0,0.0
2019-09-01,3.0,3.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0.0
2019-10-01,3.0,3.0,0.0,1.0,3.0,1.0,3.0,0.0,1.0,0.0
2019-11-01,3.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0
2019-12-01,4.0,2.0,0.0,0.0,4.0,1.0,2.0,1.0,0.0,0.0
2020-01-01,3.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0
2019-02-01,3.0,4.0,1.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0
2019-03-01,4.0,3.0,0.0,1.0,4.0,1.0,3.0,0.0,0.0,0.0
2019-04-01,3.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0
2019-05-01,3.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0
2019-06-01,3.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0
2019-07-01,3.0,3.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0
2019-08-01,3.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,1.0,0.0
2019-09-01,3.0,3.0,1.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0
2019-10-01,3.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,1.0,0.0
2019-11-01,3.0,3.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0
2019-12-01,3.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0
2020-01-01,4.0,4.0,0.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0
2019-02-01,3.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0
2019-03-01,5.0,4.0,0.0,1.0,4.0,1.0,4.0,0.0,1.0,0.0
2019-04-01,4.0,4.0,0.0,1.0,5.0,1.0,4.0,0.0,1.0,0.0
2019-05-01,4.0,3.0,0.0,0.0,5.0,1.0,3.0,0.0,1.0,0.0
2019-06-01,4.0,3.0,0.0,1.0,4.0,1.0,3.0,0.0,1.0,0.0
2019-07-01,4.0,4.0,0.0,1.0,4.0,1.0,4.0,0.0,1.0,0.0
2019-08-01,3.0,4.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0
2019-09-01,4.0,3.0,0.0,1.0,4.0,0.0,3.0,1.0,1.0,0.0
2019-10-01,4.0,3.0,0.0,0.0,4.0,1.0,3.0,1.0,1.0,0.0
2019-11-01,4.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0
2019-12-01,3.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0
2020-01-01,3.0,3.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0
2019-02-01,5.0,5.0,1.0,1.0,5.0,1.0,5.0,0.0,1.0,0.0
2019-03-01,5.0,4.0,0.0,1.0,5.0,1.0,4.0,1.0,1.0,0.0
2019-04-01,4.0,4.0,0.0,1.0,4.0,1.0,4.0,0.0,1.0,0.0
2019-05-01,3.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,1.0,0.0
2019-06-01,3.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,1.0,0.0
2019-07-01,3.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,1.0,0.0
2019-08-01,3.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,1.0,0.0
2019-09-01,3.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,1.0,0.0
2019-10-01,3.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,1.0,0.0
2019-11-01,3.0,3.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,0.0
2019-12-01,3.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,1.0,0.0
2020-01-01,4.0,4.0,0.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0
2019-02-01,4.0,3.0,1.0,0.0,4.0,0.0,3.0,0.0,1.0,0.0
2019-03-01,4.0,2.0,1.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0
2019-04-01,3.0,3.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0
2019-05-01,4.0,4.0,1.0,1.0,3.0,0.0,4.0,1.0,1.0,0.0
2019-06-01,4.0,4.0,1.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0
2019-07-01,4.0,3.0,1.0,1.0,4.0,0.0,3.0,0.0,1.0,0.0
2019-08-01,4.0,4.0,1.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0
2019-09-01,4.0,3.0,1.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0
2019-10-01,4.0,3.0,1.0,1.0,3.0,0.0,3.0,1.0,0.0,0.0
2019-11-01,4.0,3.0,1.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0
2019-12-01,3.0,2.0,1.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0
2020-01-01,2.0,3.0,1.0,0.0,2.0,0.0,3.0,1.0,1.0,0.0
2019-02-01,4.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0
2019-03-01,4.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0
2019-04-01,4.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0
2019-05-01,4.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0
2019-06-01,4.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0
2019-07-01,4.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0
2019-08-01,3.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0
2019-09-01,4.0,3.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0
2019-10-01,4.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0
2019-11-01,3.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0
2019-12-01,3.0,4.0,0.0,0.0,3.0,0.0,4.0,0.0,1.0,0.0
2020-01-01,4.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0
2019-02-01,3.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0
2019-03-01,3.0,3.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0
2019-04-01,3.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0
2019-05-01,5.0,4.0,0.0,0.0,5.0,1.0,4.0,0.0,1.0,0.0
2019-06-01,3.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,1.0,0.0
2019-07-01,3.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,1.0,0.0
2019-08-01,3.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0
2019-09-01,3.0,2.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0
2019-10-01,3.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0
2019-11-01,4.0,3.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0.0
2019-12-01,4.0,2.0,0.0,0.0,3.0,0.0,2.0,1.0,1.0,0.0
2020-01-01,3.0,3.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0
2019-02-01,3.0,2.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,0.0
2019-03-01,3.0,2.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,0.0
2019-04-01,3.0,3.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0
2019-05-01,3.0,3.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0
2019-06-01,3.0,3.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,0.0
2019-07-01,3.0,2.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0
2019-08-01,3.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0
